Unnamed: 0,Types,Class
3824,Adrenal_gland,1.0
6285,Adrenal_gland,1.0
6608,Adrenal_gland,0.0
4024,Adrenal_gland,1.0
6636,Adrenal_gland,0.0
6609,Adrenal_gland,0.0
6293,Adrenal_gland,1.0
6378,Adrenal_gland,0.0
4042,Adrenal_gland,1.0
3813,Adrenal_gland,1.0
3714,Adrenal_gland,1.0
1214,Adrenal_gland,1.0
3990,Adrenal_gland,1.0
3776,Adrenal_gland,0.0
6299,Adrenal_gland,1.0
4032,Adrenal_gland,1.0
1546,Adrenal_gland,0.0
1269,Adrenal_gland,0.0
1172,Adrenal_gland,1.0
6631,Adrenal_gland,1.0
1265,Adrenal_gland,0.0
1521,Adrenal_gland,1.0
3817,Adrenal_gland,1.0
1205,Adrenal_gland,1.0
4036,Adrenal_gland,1.0
6402,Adrenal_gland,1.0
1532,Adrenal_gland,1.0
6367,Adrenal_gland,0.0
1268,Adrenal_gland,1.0
6373,Adrenal_gland,0.0
4037,Adrenal_gland,1.0
4014,Adrenal_gland,0.0
1184,Adrenal_gland,1.0
6305,Adrenal_gland,1.0
1529,Adrenal_gland,0.0
4046,Adrenal_gland,0.0
3719,Adrenal_gland,1.0
6318,Adrenal_gland,1.0
6639,Adrenal_gland,0.0
3687,Adrenal_gland,1.0
6296,Adrenal_gland,1.0
6629,Adrenal_gland,1.0
6309,Adrenal_gland,1.0
4016,Adrenal_gland,0.0
1270,Adrenal_gland,0.0
6399,Adrenal_gland,1.0
1266,Adrenal_gland,0.0
3727,Adrenal_gland,1.0
3775,Adrenal_gland,0.0
6643,Adrenal_gland,1.0
3773,Adrenal_gland,0.0
3722,Adrenal_gland,1.0
1274,Adrenal_gland,0.0
1264,Adrenal_gland,0.0
6372,Adrenal_gland,0.0
4008,Adrenal_gland,0.0
4025,Adrenal_gland,0.0
1192,Adrenal_gland,1.0
6303,Adrenal_gland,1.0
3713,Adrenal_gland,1.0
4049,Adrenal_gland,1.0
3777,Adrenal_gland,0.0
6595,Adrenal_gland,1.0
6283,Adrenal_gland,1.0
6623,Adrenal_gland,1.0
6371,Adrenal_gland,0.0
4030,Adrenal_gland,1.0
6298,Adrenal_gland,1.0
3702,Adrenal_gland,0.0
1571,Adrenal_gland,1.0
3704,Adrenal_gland,1.0
6395,Adrenal_gland,1.0
1540,Adrenal_gland,1.0
6582,Adrenal_gland,0.0
1528,Adrenal_gland,0.0
6320,Adrenal_gland,1.0
3826,Adrenal_gland,1.0
1562,Adrenal_gland,1.0
6646,Adrenal_gland,1.0
1191,Adrenal_gland,1.0
3774,Adrenal_gland,0.0
1311,Adrenal_gland,1.0
1547,Adrenal_gland,0.0
4043,Adrenal_gland,1.0
6376,Adrenal_gland,0.0
6645,Adrenal_gland,1.0
1543,Adrenal_gland,0.0
4083,Bile-duct,0.0
3950,Bile-duct,1.0
4059,Bile-duct,0.0
6460,Bile-duct,1.0
6695,Bile-duct,1.0
4098,Bile-duct,0.0
6722,Bile-duct,1.0
6696,Bile-duct,1.0
6497,Bile-duct,1.0
6434,Bile-duct,1.0
3944,Bile-duct,1.0
3852,Bile-duct,1.0
1448,Bile-duct,1.0
4064,Bile-duct,0.0
3933,Bile-duct,0.0
6503,Bile-duct,1.0
4106,Bile-duct,0.0
1606,Bile-duct,0.0
1458,Bile-duct,1.0
1371,Bile-duct,0.0
1454,Bile-duct,1.0
1581,Bile-duct,0.0
3948,Bile-duct,0.0
1404,Bile-duct,1.0
6428,Bile-duct,1.0
1592,Bile-duct,1.0
6651,Bile-duct,0.0
1457,Bile-duct,1.0
6657,Bile-duct,1.0
6429,Bile-duct,1.0
4088,Bile-duct,1.0
1383,Bile-duct,1.0
6509,Bile-duct,1.0
1589,Bile-duct,1.0
6438,Bile-duct,1.0
3857,Bile-duct,1.0
6522,Bile-duct,1.0
6725,Bile-duct,1.0
1635,Bile-duct,1.0
6500,Bile-duct,0.0
6715,Bile-duct,1.0
6513,Bile-duct,0.0
4090,Bile-duct,0.0
1459,Bile-duct,0.0
6675,Bile-duct,0.0
1455,Bile-duct,1.0
3865,Bile-duct,1.0
3932,Bile-duct,1.0
6729,Bile-duct,0.0
3930,Bile-duct,1.0
3860,Bile-duct,1.0
1463,Bile-duct,0.0
1453,Bile-duct,1.0
6656,Bile-duct,0.0
4082,Bile-duct,0.0
4099,Bile-duct,0.0
1391,Bile-duct,1.0
6507,Bile-duct,1.0
3851,Bile-duct,1.0
6441,Bile-duct,1.0
3934,Bile-duct,0.0
6697,Bile-duct,0.0
6458,Bile-duct,1.0
6655,Bile-duct,0.0
4104,Bile-duct,1.0
6502,Bile-duct,1.0
1650,Bile-duct,0.0
1631,Bile-duct,0.0
1652,Bile-duct,0.0
6671,Bile-duct,0.0
1600,Bile-duct,0.0
6684,Bile-duct,1.0
1588,Bile-duct,1.0
6524,Bile-duct,1.0
4061,Bile-duct,0.0
1622,Bile-duct,1.0
6731,Bile-duct,0.0
1390,Bile-duct,1.0
3931,Bile-duct,0.0
1476,Bile-duct,1.0
1607,Bile-duct,1.0
6435,Bile-duct,1.0
6660,Bile-duct,1.0
1603,Bile-duct,0.0
4126,Bladder,0.0
6732,Bladder,1.0
6751,Bladder,0.0
3471,Bladder,1.0
4135,Bladder,0.0
4153,Bladder,1.0
4110,Bladder,1.0
6784,Bladder,0.0
4137,Bladder,0.0
4141,Bladder,0.0
6776,Bladder,0.0
4115,Bladder,1.0
6780,Bladder,0.0
932,Bladder,1.0
4130,Bladder,0.0
6774,Bladder,0.0
6747,Bladder,0.0
6743,Bladder,0.0
6760,Bladder,1.0
6041,Bladder,1.0
4152,Bladder,1.0
6765,Bladder,1.0
6789,Bladder,0.0
1678,Bladder,0.0
4149,Bladder,1.0
6750,Bladder,0.0
1672,Bladder,0.0
6736,Bladder,1.0
6746,Bladder,0.0
927,Breast,1.0
498,Breast,1.0
3105,Breast,1.0
3154,Breast,0.0
5233,Breast,0.0
11,Breast,1.0
396,Breast,0.0
284,Breast,1.0
6037,Breast,1.0
2895,Breast,0.0
5468,Breast,1.0
3020,Breast,1.0
3269,Breast,1.0
5203,Breast,1.0
5461,Breast,0.0
5801,Breast,1.0
5800,Breast,0.0
3279,Breast,0.0
690,Breast,0.0
5729,Breast,0.0
4206,Breast,1.0
5883,Breast,1.0
5871,Breast,1.0
689,Breast,1.0
5290,Breast,0.0
2680,Breast,1.0
3327,Breast,1.0
159,Breast,0.0
2724,Breast,1.0
496,Breast,1.0
257,Breast,0.0
5385,Breast,0.0
335,Breast,0.0
6012,Breast,1.0
2868,Breast,0.0
515,Breast,1.0
3177,Breast,0.0
2844,Breast,0.0
1689,Breast,0.0
